0,GENESIS_000d836201318ec6899a67540690382780743280,0x000d836201318ec6899a67540690382780743280,200.0
1,GENESIS_001762430ea9c3a26e5749afdb70da5f78ddbb8c,0x001762430ea9c3a26e5749afdb70da5f78ddbb8c,200.0
2,GENESIS_001d14804b399c6ef80e64576f657660804fec0b,0x001d14804b399c6ef80e64576f657660804fec0b,4200.0
3,GENESIS_0032403587947b9f15622a68d104d54d33dbd1cd,0x0032403587947b9f15622a68d104d54d33dbd1cd,77.5
4,GENESIS_00497e92cdc0e0b963d752b2296acb87da828b24,0x00497e92cdc0e0b963d752b2296acb87da828b24,194.8
5,GENESIS_004bfbe1546bc6c65b5c7eaa55304b38bbfec6d3,0x004bfbe1546bc6c65b5c7eaa55304b38bbfec6d3,2000.0
6,GENESIS_005a9c03f69d17d66cbb8ad721008a9ebbb836fb,0x005a9c03f69d17d66cbb8ad721008a9ebbb836fb,2000.0
7,GENESIS_005d0ee8155ec0a6ff6808552ca5f16bb5be323a,0x005d0ee8155ec0a6ff6808552ca5f16bb5be323a,197.0
8,GENESIS_007622d84a234bb8b078230fcf84b67ae9a8acae,0x007622d84a234bb8b078230fcf84b67ae9a8acae,698.8
9,GENESIS_007b9fc31905b4994b04c9e2cfdc5e2770503f42,0x007b9fc31905b4994b04c9e2cfdc5e2770503f42,1999.0
10,GENESIS_007f4a23ca00cd043d25c2888c1aa5688f81a344,0x007f4a23ca00cd043d25c2888c1aa5688f81a344,773.658
11,GENESIS_008639dabbe3aeac887b5dc0e43e13bcd287d76c,0x008639dabbe3aeac887b5dc0e43e13bcd287d76c,310.2
12,GENESIS_0089508679abf8c71bf6781687120e3e6a84584d,0x0089508679abf8c71bf6781687120e3e6a84584d,1800.0
13,GENESIS_008fc7cbadffbd0d7fe44f8dfd60a79d721a1c9c,0x008fc7cbadffbd0d7fe44f8dfd60a79d721a1c9c,1000.0
14,GENESIS_009560a3de627868f91fa8bfe1c1b7afaf08186b,0x009560a3de627868f91fa8bfe1c1b7afaf08186b,524.0
15,GENESIS_00969747f7a5b30645fe00e44901435ace24cc37,0x00969747f7a5b30645fe00e44901435ace24cc37,1700.0
16,GENESIS_009a6d7db326679b77c90391a7476d238f3ba33e,0x009a6d7db326679b77c90391a7476d238f3ba33e,200.2
17,GENESIS_009eef0a0886056e3f69211853b9b7457f3782e4,0x009eef0a0886056e3f69211853b9b7457f3782e4,3000.512
18,GENESIS_009fdbf44e1f4a6362b769c39a475f95a96c2bc7,0x009fdbf44e1f4a6362b769c39a475f95a96c2bc7,564.0
19,GENESIS_00a5797f52c9d58f189f36b1d45d1bf6041f2f6b,0x00a5797f52c9d58f189f36b1d45d1bf6041f2f6b,5456.9
20,GENESIS_00aa5381b2138ebeffc191d5d8c391753b7098d2,0x00aa5381b2138ebeffc191d5d8c391753b7098d2,990.049
21,GENESIS_00aada25ea2286709abb422d41923fd380cd04c7,0x00aada25ea2286709abb422d41923fd380cd04c7,650.1
22,GENESIS_00acbfb2f25a5485c739ef70a44eeeeb7c65a66f,0x00acbfb2f25a5485c739ef70a44eeeeb7c65a66f,100.0
23,GENESIS_00acc6f082a442828764d11f58d6894ae408f073,0x00acc6f082a442828764d11f58d6894ae408f073,60000.0
24,GENESIS_00b277b099a8e866ca0ec65bcb87284fd142a582,0x00b277b099a8e866ca0ec65bcb87284fd142a582,1970.0
25,GENESIS_00bdd4013aa31c04616c2bc9785f2788f915679b,0x00bdd4013aa31c04616c2bc9785f2788f915679b,13.4
26,GENESIS_00c27d63fde24b92ee8a1e7ed5d26d8dc5c83b03,0x00c27d63fde24b92ee8a1e7ed5d26d8dc5c83b03,2000.0
27,GENESIS_00c40fe2095423509b9fd9b754323158af2310f3,0x00c40fe2095423509b9fd9b754323158af2310f3,0.0
28,GENESIS_00d75ed60c774f8b3a5a5173fb1833ad7105a2d9,0x00d75ed60c774f8b3a5a5173fb1833ad7105a2d9,2005.5
29,GENESIS_00d78d89b35f472716eceafebf600527d3a1f969,0x00d78d89b35f472716eceafebf600527d3a1f969,27750.0
30,GENESIS_00dae27b350bae20c5652124af5d8b5cba001ec1,0x00dae27b350bae20c5652124af5d8b5cba001ec1,40.0
31,GENESIS_00dc01cbf44978a42e8de8e436edf94205cfb6ec,0x00dc01cbf44978a42e8de8e436edf94205cfb6ec,1458.44
32,GENESIS_00e681bc2d10db62de85848324492250348e90bf,0x00e681bc2d10db62de85848324492250348e90bf,20000.0
33,GENESIS_00f463e137dcf625fbf3bca39eca98d2b968cf7f,0x00f463e137dcf625fbf3bca39eca98d2b968cf7f,5910.0
34,GENESIS_010007394b8b7565a1658af88ce463499135d6b7,0x010007394b8b7565a1658af88ce463499135d6b7,100.0
35,GENESIS_010df1df4bed23760d2d1c03781586ddf7918e54,0x010df1df4bed23760d2d1c03781586ddf7918e54,60.0
36,GENESIS_010f4a98dfa1d9799bf5c796fb550efbe7ecd877,0x010f4a98dfa1d9799bf5c796fb550efbe7ecd877,8023.366
37,GENESIS_01155057002f6b0d18acb9388d3bc8129f8f7a20,0x01155057002f6b0d18acb9388d3bc8129f8f7a20,1340.0
38,GENESIS_01226e0ad8d62277b162621c62c928e96e0b9a8c,0x01226e0ad8d62277b162621c62c928e96e0b9a8c,2000.0
39,GENESIS_0126e12ebc17035f35c0e9d11dd148393c405d7a,0x0126e12ebc17035f35c0e9d11dd148393c405d7a,1999.6
40,GENESIS_012f396a2b5eb83559bac515e5210df2c8c362ba,0x012f396a2b5eb83559bac515e5210df2c8c362ba,200.0
41,GENESIS_0134ff38155fabae94fd35c4ffe1d79de7ef9c59,0x0134ff38155fabae94fd35c4ffe1d79de7ef9c59,985.0
42,GENESIS_0136a5af6c3299c6b5f005fdaddb148c070b299b,0x0136a5af6c3299c6b5f005fdaddb148c070b299b,20.368
43,GENESIS_01488ad3da603c4cdd6cb0b7a1e30d2a30c8fc38,0x01488ad3da603c4cdd6cb0b7a1e30d2a30c8fc38,200.0
44,GENESIS_014974a1f46bf204944a853111e52f1602617def,0x014974a1f46bf204944a853111e52f1602617def,2000.0
45,GENESIS_014b7f67b14f5d983d87014f570c8b993b9872b5,0x014b7f67b14f5d983d87014f570c8b993b9872b5,200.0
46,GENESIS_0151fa5d17a2dce2d7f1eb39ef7fe2ad213d5d89,0x0151fa5d17a2dce2d7f1eb39ef7fe2ad213d5d89,4000.0
47,GENESIS_01577afd4e50890247c9b10d44af73229aec884f,0x01577afd4e50890247c9b10d44af73229aec884f,680.0
48,GENESIS_015f097d9acddcddafaf2a107eb93a40fc94b04c,0x015f097d9acddcddafaf2a107eb93a40fc94b04c,20000.0
49,GENESIS_0169c1c210eae845e56840412e1f65993ea90fb4,0x0169c1c210eae845e56840412e1f65993ea90fb4,2000.0
50,GENESIS_016b60bb6d67928c29fd0313c666da8f1698d9c5,0x016b60bb6d67928c29fd0313c666da8f1698d9c5,2000.0
