sign,address,amount
1,0x650840f98ce7dabd5ed7bd314dea0db5f03b5c2e,481200000000000000000000
1,0xaa648e8044e2573b0f8356d44443ec1210d4eb21,39300000000000000000000
1,0x47696054e71e4c3f899119601a255a7065c3087b,577500000000000000000000
1,0xd2859946cc58ce3a4a46f1784d23f3639f6510e8,3000000000000000000000
1,0x86d266f736d5a240038d1948db1f3aba7e7e5736,67000000000000000000000
1,0x43b2126e7a22e0c288dfb469e3de4d2c097f3ca0,15100000000000000000000
1,0x12607405f558c5911c33f62490ce0c1d3ba19e95,4000000000000000000000
1,0xd5c047a9a815f8489e7935b278d6738080df8124,9000000000000000000000
1,0x9ebab12563968d8255f546831ec4833449234ffa,30000000000000000000000
1,0xf900cb3bcef2e13d0ee1fe5bfbd3450fbacabfc4,10000000000000000000000
1,0xe2f7be981406d5ecfe37bc53688b7c8157b45310,995800021000000000000
1,0xcd8862d38e1463cca235b29368917257a45bce39,59990000000000000000000
1,0x5acbdfa57e751f796677ba05ca4c5e53e2d74bf5,10000000000000000000000
1,0xe9eadd65d06c06e9db4d3bf21d82f9baf3fa63b1,89500000000000000000000
1,0x4a2dccbc65ba28796af0a15dd11424c14153d2d1,500000000000000000000
1,0x68cbc764f5ccb469c3d7bcae92811562a404e207,5000000000000000000000
1,0x2781012303332435f8301a6038713c77fd7994f4,10000000000000000000000
1,0x0056cb8784a6fb9b22b7030875d326fd98d1e9b5,8000000000000000000000
1,0xfb5b840a85d41bf28081a31b186fce24eff5ab5f,1000000000000000000000
1,0x7ad41e9d6e1fa47f1f6bcc63bd0327009590a47b,128000000000000000000000
1,0xce1c63f5b21f4e3f9d00b36d6673cf708dac08e5,12000000000000000000000
1,0xea3c5e2af2c02dee176deb75a6acfe596bfb4f82,12000000000000000000000
1,0x9117388182feef5ca847a7658164a0a1add1bb30,2000000000000000000000
1,0xd280abd262465f76c2e33f6f28726ae3f495f035,3996026748000000000000
1,0x2dc651f488c597f7ab241a04d2695616ef7e2d9d,118500000000000000000000
1,0xad7f84324d7e4e042ac6bce6f29c2f9b4f536cc6,180000000000000000000000
1,0x9624198d1316505f324a6f147b0cc7a0def44e78,12000000000000000000000
1,0x18bfbc081001d58c26e52f9b2d0299c0c887c9c7,10000000000000000000000
1,0x49ea47540da86fe174f30713fb6c38327202d590,120000000000000000000000
1,0x64bcfa3e53fcad84ed235862306a720647dd3a15,2000000000000000000000
1,0xfe491d9613f20b8a7f682bbb2994b9bd7e762c21,2000000000000000000000
1,0x2a9c8f8f71622427a5ec781cf4922e95343ef98d,480000000000000000000000
1,0xdfff88ecc6fbe227c31967359352e4f7b1937666,10000000000000000000000
1,0x31e018c2b0e23193eda9d7c0e3bd0604b49f794e,980000000000000000000
1,0xfa5b411ea85efb70db7ecb33615b389927f148c1,69180000000000000000000
1,0x92af67cc6a14e17a73688c5c60dde3d9321d0a2a,360000000000000000000000
1,0xdbe466e1e0b4ee491a88e650aa6b9addc38ff6f8,30000000000000000000000
1,0x1a5755d49fbfb675599863a491af333c04f9f4ba,1500000000000000000000
1,0x22c1aa4e6a8e4ca606d05abcc579d2121394ae24,7400000000000000000000
1,0x91d43e0aa8d5d6361ef2ba8839b848163b32a3a5,10000000000000000000000
1,0x18e9fd4e464b29b6187c9567c0c9e50510359329,1750000000000000000000
1,0x019f484f4320c8fb11d0238b2b03c16fec905527,59500000000000000000000
1,0x929a4781a8324a274d663001df95bafa2abaac6c,60000000000000000000000
1,0xc18a98ddf6188da4a260afd15f805f4f465aeed8,48000000000000000000000
1,0x69cf02eafc49b895e1e0aae07f8b27eb6c1adf09,6000000000000000000000
1,0xcb64587f55ae132d4a9f354ea171dd6d5d84aef4,3000000000000000000000
1,0xf549bd764857fbc32993c9a2e6b86709c0edbc08,500000000000000000000
1,0x00afe1f685add0495bf32ac61e500852674bfc43,300000000000000000000000
1,0xc42c81953bfd46be34d403ee5f4933981d4fd886,20000000000000000000000
1,0x021e7b432152f4e549a66a0af43fa1fc51f65844,996300690000000000000
1,0xb09429f8ae6e43b5f9f5a8b9ed38651a375b2d2f,750000000000000000000
1,0xc6a73e3e867bc7f6d4b4a0b2485070403d02d855,10000000000000000000000
1,0xc60debaa978d0c215c37859f8b59b07910afe807,1000000000000000000000
1,0xb122a735828a47a2181f1f7ed6adc357bb3ff53b,3100000000000000000000
1,0x93a261e2415a0185ce72c82b892de91814fc891f,1195033940000000000000
1,0xe98421fecaac9250f5945ef156c45bf8a8c36406,18000000000000000000000
1,0x2c0a252014b70021e8daba31a1a7b993d3c1caec,24000000000000000000000
1,0xbffb814b73801ff822427a3d8b902dbc8ffb5f93,12000000000000000000000
1,0x20d0a66c86b8ad70ba1ba7dd075b9c37bfd23380,20394750000000000000000
1,0x96f00343cc980f5c4b200d6291b09a9c3592012f,1000000000000000000000
1,0xf610752dd164f8e9b5ab6edf48aeb84224c0e4a9,24000000000000000000000
1,0xa9d8f1200e17fbf94b52720684051ae77735a777,16200000000000000000000
1,0x160061f6d06b3a122d336df019e9a5763f7b821c,500000000000000000000
1,0xac15eb3bd60fde4085008d822174176352ad4364,10000000000000000000000
1,0x00a1d74e6f4550c412c66ac6c388b90d2d981fca,18000000000000000000000
1,0xd622e6f0dfcb23c7bff90b669e1319335d787773,10000000000000000000000
1,0xf8ce18f4aef4e5a451930a0ac8844f1263d950a7,159000000000000000000000
1,0xa0d8f33ef9b44daae522531dd5e7252962b09207,14999985952811859467277000
1,0x669f01ee666c606b4b0da109179668c80e86ad44,30000000000000000000000
1,0x23395dc67b2839b3872e68d070bf65fb72ad6a29,100000000000000000000000
1,0x036ac11c161c09d94ca39f7b24c1bc82046c332b,319777813024000000000000
1,0xcfc643693aca9df6abfaaf62fe384c3c8a470ee4,1290000000000000000000
1,0x1b22a64ea64c2f4cf1d6ae25c855db5fe1ca0e20,40000000000000000000000
1,0x7a855e3e13585368576a5a583c50451339acc561,2000000000000000000000
1,0xabbc654a8d610507ce88785c6bd22bc6f74a000d,1200000000000000000000
1,0xe78f55ee59500b7620b95975392de511e05e534b,10000000000000000000000
1,0x1c5e376fe174a8943f728a2c2175c6c15f4330c4,133000000000000000000000
1,0x8fda6640f52631253521d4605969cb92ca7be94b,2000000000000000000000
1,0x06fec9e9ffdc3033ea99af026aeda52d864f654f,12000000000000000000000
1,0x18c85a8a293cea93f383f27379dc3628a09e5164,10000000000000000000000
1,0x6a818a23aaf52d0872f8836240366cf19cdcbceb,60000000000000000000000
1,0x331e80e08efd2cdd9ae6b74843456098f869ba2d,36000000000000000000000
1,0xf2230e61e90f23d6d43bb1008567fbc3ccf0ad45,13000000000000000000000
1,0x4ac6ebd8df05b2eeda4e4c44ae695dfa37ce330a,3500000000000000000000
1,0xe74f2062612e3cae8a93e24b2f0d3a2133373884,134719200000000000000000
1,0xbc75d134d4ed07961c97b8864474436798bb97f8,22000000000000000000000
1,0xc77c5516f4a0ef156799b323d2a71a176331cad1,12000000000000000000000
1,0x5f6ed641133ebebd239244bddcfd60c61f6c5285,15000000000000000000000
1,0x7255d77d92c7311bdedd38b54bb50c1c1ee6af2f,3230000000000000000000
1,0x7aeae7daf82810750634239f84c93fb59d2ae58a,18000000000000000000000
1,0xc754458b6dff620ef0b597f18283a78b06d117ed,5500000000000000000000
1,0x87cddd3e4138150454ecb9dd6c2f0cfdb5291691,3630000000000000000000
1,0x5ebe4c2f14cd027bb2bfce0116cdc4ceb1b68d95,4000000000000000000000
1,0xaa26266c24805082ebf4309d2ceeb76101a4abcf,24000000000000000000000
1,0x0e3a6880ce160f1edc3bb91e60598de92994d876,32000000000000000000000
1,0xe4d3df079fbef6529c893ee4e9298711d480ff35,246000000000000000000000
1,0x2451f2c50cc989e3cd266618eed9ee20d4339298,12000000000000000000000
1,0x6db08706cbf6f682fa84d81f85cfec3ff8ce7306,800000000000000000000
1,0x81c8c6088226c02537cc02f3315963ac1a5609ed,56505000000000000000000
1,0x5fce06187fd3dab0737469e21078a9f72b633834,60000000000000000000000
1,0x4c9c6fc54e0580a3862b6d21c5316d8f8f8e9913,6000000000000000000000
1,0x538d278e05a35c96bcdca1039e92c65b994256a0,192000000000000000000000
1,0xb87d9edb23e88bc7c1e6f2cd3aa65fae6397670f,7000000000000000000000
1,0x056f072bd2240315b708dbcbdde80d400f0394a1,770000000000000000000000
1,0xee2e0e56e11fae260f3de0d6767fc1e970fc69d3,1410000000000000000000
1,0x2003ca1797db527aeb021789633bc79f80f65810,210000000000000000000000
1,0x73fab916da49f62b9fc87f542d5b2d59bd8c3494,20000000000000000000000
1,0xaacc5d601e74eb7d7a55d0f27bde1719c28dd653,10000000000000000000000
1,0xaefc64db5ff502e2f0bad4fbc5fdec05cf02270b,50000000000000000000000
1,0xcc42571e41b939a8e46d5c2d5adf6d93bfaeb937,60000000000000000000000
1,0xe66ef6fe93c04f60178b11744246fd2f497f583a,1500000000000000000000
1,0xd78ac6ffc90e084f5fd563563cc9fd33ee303f18,28235810803200000000000
1,0x5dcb3152072d13dbaabd68ed85d6192ca543b04e,5000000000000000000000
1,0xf55dfd2b02cf3282680c94bd01e9da044044e6a2,0
1,0xd949ea0610d4517dc2a79cce5ad866f7d17cccd8,2000000000000000000000
1,0x20ec8fe549cd5978bccc184efaee20027ed0c154,4000000000000000000000
1,0x760e4660bbbb05ba1eb37a4d689d8bd4926afa41,11990000000000000000000
1,0x00e3f02d441b2ad4315874571de3c39bc29918ae,12550000000000000000000
1,0x6e113eacd58109522af7e81e5113a4bf2fbd951a,10000000000000000000000
1,0xd3d6ae5fb0ea32be2c940166318e498afdda949e,19200000000000000000000
1,0xf72ff03749e373840f23676eccdb0d6ad4ad3b5a,12000000000000000000000
1,0x990d53372e214f8356910f5cde50e53b49414091,6400000000000000000000
1,0x375f95fb45811ace248adc5baee5228d91ffca50,18000000000000000000000
1,0x6233ff22e5f37ae982111a6776ea0891b9412c3e,24000000000000000000000
1,0xe67df4c1b0eac6ea8c28467941a30a25ef82a87f,40000000000000000000000
1,0x63a5733f625f3d5afccc8ae0a6c1dbf6c194011a,6000000000000000000000
1,0xff651ead42b8eea0b9cb88edc92704ef6af372ce,120000000000000000000000
1,0x2348066317ed2c2632ea0cd540318321dd8529a1,1650000000000000000000000
1,0xab5d55bf0bdbf59c74146315a0ba2cc02ec4e969,2940000000000000000000
1,0xad8ab505b8e543e810d1945681e69524b3bf1f77,72000000000000000000000
1,0x00694c41975e95e435461192abb86c56a3c2e66f,22000000000000000000000
1,0x512676bb4c8dc2743bbcecd9fd637d5458d28fd1,84000000000000000000000
1,0xff48f16d7de2e7709a347752ee38cb55e7e4ade8,24000000000000000000000
1,0x55324641332f9eaa167a1f4b4e57b81a71476990,1000000000000000000000
1,0xe6714ab523acecf9b85d880492a2acdbe4184892,124800000000000000000000
1,0x481da0f1e89c206712bcea4f7d6e60d7b42f6c6c,154000000000000000000000
1,0xb5cbb1b8a20a086857a95b7f157d3349a1304909,24000000000000000000000
1,0x00ba3dff8f7dbbf1d0888f9c117c04891619c073,30000000000000000000000
1,0x417beec8a935207cb7a87fe929266b16aab951a7,100000000000000000000000
1,0x05205c67a5e0ca6e9929724bfbf2b1d83abea90c,1842382440000000000000
1,0x2711cc8d6fc8a12b4203a5e9dcb778f2d673e2b0,12000000000000000000000
1,0x20814529347e97b1b87a93e794c23487fdfe2caa,2500000000000000000000
1,0x109cbdc2c04f72a88b34664ac6a99c31955bc6f0,10000000000000000000000
1,0x416eda5d6ed29cac3e6d97c102d61bc578c5db87,1921000000000000000000000
1,0x095718762a36548710afde4e2fe81bbb9ff58483,340990000000000000000000
1,0xd75dcde9728743da121fe7b5b1ebc0503fdd5e9d,15500000000000000000000
1,0x9ce315b846c211a05f9de5578c74b875de470783,25000000000000000000000
1,0xdd0a923f34510b5a320fe21c24307010d397fff9,3000000000000000000000
1,0x2b47358ba70bd7d16cbb4eeea7882fceb637b3c0,12000000000000000000000
1,0x33d26b3b40dfd7b37c4f035164c91ffd174f14d8,3000000000000000000000
1,0x8a07ab6e3e633423e32e4c6410006e611996e770,93150000000000000000000
1,0xb7d2c65847b7e28d53a5ea41f4dd2b8053b845d4,4000000000000000000000
1,0x9053f5ea444ca17f10189a85dddd20dff6b61c8a,20000000000000000000000
1,0xa39cf4fa1881933abb8d9fde532d445173d2c531,15001000000000000000000
1,0xa92ba64f9538a66c346302ced87991c2c71c704f,10000000000000000000000
1,0x65f3de22aa43e5175ebb9e194e54444d69ea6035,18000000000000000000000
1,0xf66b2c7122060399692cf397e7f528b96b7ace1a,25100000000000000000000
1,0x2f246674717e8e777423332998da1b5f3e1b173d,600000000000000000000
1,0x3f68be5ea690643532093ba5d3b4897aadbe8c7c,12000000000000000000000
1,0x8c5645a50f39b5d1a6112000748b3581e8be7ad2,12000000000000000000000
1,0x0beaa2ddbdba8a1380dee223f489ebe86ff28376,3000000000000000000000
1,0x54e701a92841e2326ad01a73679b477f460b4bc3,10000000000000000000000
1,0x68007d79f0b374cf2dca33d9ffc35578584ce1f8,1000000000000000000000
1,0xba20cadb3066492d34d2737c7d6371f5bbab3525,18000000000000000000000
1,0x6c5e26b3f667efef6762238448caac3583ab82de,30000000000000000000000
1,0xe2ee99434068bccae254c1d23f7be95783d39004,60000000000000000000000
1,0x00fc425b4aecfebb927fea7585730c50f683c5f0,6500000000000000000000
1,0xcecb429db87d228b79c879e48ef6b38441b81883,10800000000000000000000
1,0x7b74e71a53f011c7af477f3bfab0b71250ce8d48,3000000000000000000000
1,0x4929f4d38f2955649b5aa34343da04cf790b9d92,1000000000000000000000
1,0x0a7485e7ee06a0f2a8f0a9924d801470d732bf8d,7000000000000000000000
1,0x8f734006a0a207fc007d2b3ff7d9eebb6d197b79,1000000000000000000000
1,0x0f7c1b4485574b47e7dadff2835a26aed5082af1,11000000000000000000000
1,0xa91a30500a60258dc83f08bd7e29086f19e75e10,96000000000000000000000
1,0x2f4c78acd3dd96e390fa25e5e1d9a5d4042723d4,4964078294000000000000
1,0x31d4f39a5b392387b8c74c592ae063d7849d985c,7500000000000000000000
1,0x98b1301649718781874299eb37e55a9cec11fad1,20000000000000000000000
1,0x6bb24f69dbe63628ebad80c5f6745ce18cac9637,96000000000000000000000
1,0xe3ff98f12d80aa7474997510a32c1bbf76f8b7fb,5000000000000000000000
1,0xe75a221ec2fc0ca81eda031573c2e8b72bc31f2a,14300000000000000000000
1,0xec3d855f03a07f75fb47e64889f002e0f3451c70,500000000000000000000
1,0x8e8beed03ae73bb4e38870c3647d79e74dacda79,3000000000000000000000
1,0x6fec69c7f4b88f23afab5f74ab93101422e087d6,15500000000000000000000
1,0x81e31f3985fc4bb50a1d11b99c1ce15afce07d94,72000000000000000000000
1,0x245f27796a44d7e3d30654ed62850ff09ee85656,1815400000000000000000000
1,0xa5ed3807e915973d11947e26e742b6d6b8d05506,215000000000000000000000
1,0xa81842fb650317cb7445a9700f8be73d00dc6df3,566250000000000000000000
1,0x6a22588732231de5ada905610e62c6458dc61d73,1000000000000000000000000
1,0xace9c83441712359402d0eac940343826310784f,10000000000000000000000
1,0x30e232e253948a68ff43a642660e4c9af6f1bb40,3000000000000000000000
1,0x7cf209a05d1565cc63fd2364149beb5b3db62ff8,1000000000000000000000
1,0x537bf75de19f3d229e3a9018ee1a23c0c9c7d39c,480000000000000000000000
1,0x1f6a434fa26e656e50f466155191ee267f5fb9df,13800000000000000000000
1,0x5d6585b5593cba2331cc0e1d38154f94f0911159,24000000000000000000000
1,0x3930caf81438601d48c3ddb586cb244fd8609196,30000000000000000000000
1,0x450a37c68cf2565e43d461cc596b408fa97cc4fd,6000000000000000000000
1,0x9a06fbfff4fc2a339927c1cbbde1a1fc23ce3c27,18000000000000000000000
1,0x0099e3ea4f7aa9505be2c1c94149116b9856208b,5203060295583030000000
1,0xed3b06784b969f938bbb5c6ca281cd0697382ba5,2000000000000000000000
1,0xc5b22b2bf338006332314b7ab5b455934c424baf,860000000000000000000
1,0x4f2dd660046e9deb870d43600c6676cfddcd21dd,5000000000000000000000
1,0x41e066a3dfd1e7f6256d469e2cce042655ae641a,120000000000000000000000
1,0x00d706d28248dfe91e3d6ab158c10f42219ab3f3,19000000000000000000000
1,0x2cc17a82d927a66eaf39acf5dbedce7f5d351f1f,4500000000000000000000
1,0xf23e8062331185e4283efa03f55d21130f48c5ef,4000000000000000000000
1,0x1d8ad0b07f67b701f591cd00ee70164c4daf944f,10000000000000000000000
1,0xeafc81e1b198042f0aa57ebf7adbd7c64685fb6b,180000000000000000000000
1,0x84659a06d1ddbc2a603d9afe6bb85eba7b97de3d,60000000000000000000000
1,0xe1bdff15a32e33810af8ce7a485db6584904c94c,530000000000000000000
1,0xde107b82e3e47ed281d276644b8115548c085c24,3000000000000000000000
1,0x90ef7500c348a43d71b447d56f91f2a7bee27ce8,20000000000000000000000
1,0x866b158c050587a281e82f815135f9191b92048d,1000000000000000000000
1,0x285a9ca5fe9ee854457016a7a5d3a3bb95538093,808500000000000000000000
1,0xcaabd7fe178d47d9252faac1a862e01fc19391af,4000000000000000000000
1,0x0c2b0baea49687b64ff1cdbe82642bde3b50009a,36000000000000000000000
1,0x05badd9d74dcac1bfe7d827a6ff009cef5e2f4f1,43000000000000000000000
1,0xff5f45b0d25a862d1bd9b43f5eb01e150d4126e9,20000000000000000000000
1,0x5bd9586e9073b075ea83dffc3c7c2fc0d2c2e858,45700000000000000000000
1,0x57593c260ef8c20a71aeb52fc2d62f3f485c3a32,36000000000000000000000
1,0x4236a570d66d9d8ee2505b426414f38e28d9063b,1100000000000000000000
1,0x2efd5bebd74eceed931f8c1936dd8fe10da2a287,1500000000000000000000
1,0x67d3ccbd1d81e7b1427b70d94454e0039271d237,300000000000000000000000
1,0x22cfc05d5b4bc326452b0c73f9b3c829f4d9e2ef,5700000000000000000000
1,0xb30afe7ec3aedcde2946ffd6f4d6db324002fcd5,10000000000000000000000
1,0x65af4cc9744da6613a18646cc6ff4d8c9fc699b6,2493104080000000000000
1,0x4d22ebd9c89c4d5a9e892b312c684daf4f4af34f,4000000000000000000000
1,0x00dc23579aa7d77fa319094f2ee21619ac145684,24000000000000000000000
1,0xe68eda08389e8642e7b13fc2e783f41150830a02,83000000000000000000000
1,0x1509f23126c9ce5798b8a6b104c35f81f7f0b212,3000000000000000000000
1,0x01fb009d5b0648a7e4777f28552ecbc40709b41a,1000000000000000000000
1,0x36c0b719e36197a4454baac43489a0fc620ef070,10000000000000000000000
1,0x1e81edab3ca00e9d8775ee79ce751668cd640f4e,4000000000000000000000
1,0xa669ef35fc97b2e02a63b4af3923a779352fce51,10000000000000000000000
1,0xa62afdc99b7473960a722cb880e925e71db7b9ed,17000000000000000000000
1,0x7617236ea6ebf579f36169369af41fa0d8116506,10000000000000000000000
1,0x1108e1a7db38bdeb8e9bf99c5424a672fde5c861,20000000000000000000000
1,0x65654b1007e11dcf3f523355df1b51733b2ff894,4000000000000000000000
1,0x83dc74025050649d1185c33679e09a6e4b38c9cd,30000000000000000000000
